Target,Text,Text_es
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)","¡Venta de enero para hombres! Chat gay caliente ahora más barato, llama al 08709222922. Tarifa nacional desde 1.5p/min barato hasta 7.8p/min en horas pico. Para detener los mensajes, llama al 08712460324 (10p/min)."
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,"¡Mi amor! ¿Cómo es que te tardaste tanto en ir a casa de Zaher? Recibí tus palabras en ym y me alegró verlas, pero me entristeció que te hubieras ido. Te extraño."
ham,I am sorry it hurt you.,Lamento que te haya lastimado.
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,No puedo. Me siento nauseabundo. Estoy muy enojado. No comí dulces en toda la semana porque hoy planeaba comer en exceso. Estuve a dieta toda la semana. Y ahora no tengo hambre :/
ham,Ok lor but not too early. Me still having project meeting now.,"Está bien, pero no tan temprano. Aún tengo una reunión de proyecto ahora."
ham,"Call me da, i am waiting for your call.","Llámame, papá, estoy esperando tu llamada."
ham,I could ask carlos if we could get more if anybody else can chip in,Podría preguntarle a Carlos si podríamos conseguir más si alguien más puede contribuir.
ham,Was actually about to send you a reminder today. Have a wonderful weekend,Estaba a punto de enviarte un recordatorio hoy. Que tengas un maravilloso fin de semana.
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL","Cuando la gente ve mis mensajes, piensa que estoy adicto a enviar mensajes... Están equivocados, porque no saben que estoy adicto a mis dulces amigos..!! BSLVYL"
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,"Oye, ¿les diste tu foto cuando te registraste para conducir, eh? ¿Mañana quieres encontrarte en YCK?"
ham,Dont talk to him ever ok its my word.,"No le hables nunca, está bien, es mi palabra."
ham,When u wana see it then,Cuando quieras verlo entonces.
ham,On ma way to school. Can you pls send me ashley's number,"Voy de camino a la escuela. ¿Puedes enviarme el número de Ashley, por favor?"
ham,It shall be fine. I have avalarr now. Will hollalater,Estará bien. Ahora tengo avalarr. Te llamaré más tarde.
ham,She went to attend another two rounds today..but still did't reach home..,"Ella fue a asistir a otras dos rondas hoy, pero aún no llegó a casa."
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,"En realidad, eliminé mi antiguo sitio web... ahora estoy blogueando en magicalsongs.blogspot.com."
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins","K, espera chikku.. enviaré después de <#> minutos."
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,"Pero estoy a dieta. Y comí 1 rebanada de pizza de más ayer. Ugh, ¡siempre estoy a dieta!"
ham,K:)i will give my kvb acc details:),K:) te daré los detalles de mi cuenta kvb :)
ham,Oh all have to come ah?,"Oh, ¿todos tienen que venir, ah?"
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over Ã¥Â£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,"¡Dinero! ¡Eres un afortunado ganador! Para reclamar tu premio, envía un mensaje de texto con la palabra ""dinero"" al 88600. ¡Más de £1 millón para regalar! ppt150x3 + tarifa de texto normal, box403 w1t1jy."
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),Lamento mucho no poder hacerlo este viernes. Espero que puedas encontrar una alternativa. Espero que tu semestre esté yendo bien. :-)
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,"Felicidades, oro mío. Disfrútalo y te deseo muchos momentos felices de ida y vuelta a donde quiera que vayas."
ham,So do you have samus shoulders yet,¿Ya tienes los hombros de Samus?
ham,What time you think you'll have it? Need to know when I should be near campus,¿A qué hora crees que lo tendrás? Necesito saber cuándo debo estar cerca del campus.
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or Ã¥Â£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.","Estimado Matthew, por favor llama al 09063440451 desde una línea fija, tus vacaciones de cortesía en el 4*Lux Tenerife o £1000 en efectivo están a la espera de ser recogidos. ppm150 SAE T&Cs Box334 SK38XH."
ham,Then dun wear jeans lor...,"Entonces no uses jeans, ¿verdad?"
ham,"Since when, which side, any fever, any vomitin.","Desde cuándo, qué lado, alguna fiebre, algún vómito."
ham,K:)k.are you in college?,¿Estás en la universidad?
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or Ã¥Â£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+","¡Urgente! Llama al 09061749602 desde un teléfono fijo. Tu vacaciones de cortesía de 4* en Tenerife o £10,000 en efectivo están a la espera de ser recogidos. SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,Mejor. Compensé el viernes y me atiborré como un cerdo ayer. Ahora me siento mal. Pero al menos no es un malestar de dolor retorcido.
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),"No vendemos todo, así que tendremos montones de monedas. Luego vendemos nuestras monedas a alguien a través de PayPal. ¡Voilá! Dinero de vuelta en los bolsillos de la vida :)"
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.,Lo están haciendo en muchos lugares. Solo los hospitales y los centros médicos son seguros.
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),¿Qué tal si te pones en contacto con personas que están esperando compañía? Simplemente responde con tu NOMBRE y EDAD para participar. ¡Disfruta de la comunidad (150p/SMS)!
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,"Y también lo he ignorado un par de veces recientemente, así que preferiría no mandarle un mensaje de la nada buscando marihuana."
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones","Envié mis calificaciones a SOPHAS y tuve que hacer una solicitud secundaria para algunas escuelas. Creo que si estás pensando en postularte, también investiga sobre los costos. Contacta a Joke Ogunrinde, su escuela es una de las menos costosas."
ham,I cant wait to see you! How were the photos were useful? :),¡No puedo esperar a verte! ¿Cómo fueron útiles las fotos? :)
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,"Tu saldo en efectivo es actualmente de 500 libras. Para maximizar tu ingreso en efectivo, envía GO al 86688, solo 150p/mensaje. CC: 08718720201 PO BOX 114/14 TCR/W1"
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,"Hola, ya reservé el kb para el sábado... ¿qué otras lecciones vamos a tomar? Mantén libre la noche del sábado, necesitamos reunirnos y confirmar nuestro alojamiento."
ham,Chk in ur belovd ms dict,Revisa en tu querido mensaje dictado.
ham,Is that what time you want me to come?,¿Es a esa hora a la que quieres que venga?
ham,"Awesome, lemme know whenever you're around","Increíble, avísame cuando estés cerca."
ham,Shb b ok lor... Thanx...,Shb b ok lor... Gracias...
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""","Hermosa verdad contra la gravedad.. Lee con atención: ""Nuestro corazón se siente ligero cuando alguien está en él.. Pero se siente muy pesado cuando alguien lo deja.."" ""BUENAS NOCHES"""
ham,Also remember to get dobby's bowl from your car,También recuerda sacar el cuenco de Dobby de tu coche.
spam,Filthy stories and GIRLS waiting for your,Historias sucias y CHICAS esperando por ti.
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,"Lo siento, acabo de ver tu mensaje... Pobre cosa... Pero solo por una noche... Mañana tendrás una habitación nueva para dormir..."
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical","El amor no es una decisión, es un sentimiento. Si pudiéramos decidir a quién amar, entonces la vida sería mucho más simple, pero también menos mágica."
ham,Welp apparently he retired,"Bueno, aparentemente se retiró."
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,Mi código de sucursal es y el número de cuenta es. El banco es NatWest. ¿Puedes responder para confirmar que se lo he enviado a la persona correcta?
ham,Where @,Donde @
ham,U sure u can't take any sick time?,¿Estás seguro de que no puedes tomar tiempo por enfermedad?
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a Ã¥Â£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,¡URGENTE! Estamos tratando de contactar contigo. El sorteo de hoy muestra que has ganado un premio de £800 GARANTIZADO. Llama al 09050001808 desde un teléfono fijo. Reclama M95. Válido solo por 12 horas.
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?","Viendo dibujos animados, escuchando música y por la tarde tuve que ir al templo y a la iglesia. ¿Y tú?"
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,"Yo, Chad, ¿qué clase de gimnasia quieres tomar? El sitio dice que la clase de Christian está llena."
ham,Are you this much buzy,¿Estás tan ocupado?
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,"O mejor aún, ¿puedes atraparla y preguntarle si puede vender <#> por mí?"
ham,I am not sure about night menu. . . I know only about noon menu,No estoy seguro sobre el menú de la noche... Solo conozco el menú del mediodía.
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,"¿Qué quieres cuando regrese? Un hermoso collar como símbolo de mi corazón para ti. Eso es lo que te daré, pero SOLO a MI ESPOSA DE MI AGRADO. SÉ ESO Y VERÁS... NADIE puede darte eso. No me llames. Esperaré hasta que regrese."
ham,Are you willing to go for aptitude class.,¿Estás dispuesto a ir a la clase de aptitud?
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?","No será hasta las 2:15, ya que estoy tratando de organizar la casa, ¿está bien?"
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?","Hoy quiero ir a las carreras de caballos, así que comí antes. Comí arroz con pollo. ¿Y tú?"
ham,"Haha awesome, omw back now then","Jaja, genial, voy de regreso ahora."
ham,Yup i thk so until e shop closes lor.,"Sí, creo que sí, hasta que la tienda cierre."
ham,what is your account number?,¿Cuál es tu número de cuenta?
ham,Eh u send wrongly lar...,"Eh, enviaste mal lar..."
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,"Oye, no, tuve una noche horrible, fue aburrido sin ti. ¡Demasiado aburrido conmigo, maldita aburrida! Gracias, pero espera hasta la próxima vez, te tendré."
ham,Ok i shall talk to him,"Está bien, hablaré con él."
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,No dudes. Sabes que esta es la segunda vez que tiene debilidad así. Así que lleva un cuaderno de lo que comió e hizo el día anterior o si algo cambió el día anterior para que podamos estar seguros de que no es nada.
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,"Hola, puedes pagar. Con salario de. Solo &lt;#&gt;."
ham,Another month. I need chocolate weed and alcohol.,"Otro mes. Necesito chocolate, hierba y alcohol."
ham,If he started searching he will get job in few days.he have great potential and talent.,"Si comienza a buscar, conseguirá un trabajo en pocos días. Tiene un gran potencial y talento."
ham,Reckon need to be in town by eightish to walk from * carpark.,Creo que necesito estar en la ciudad alrededor de las ocho para caminar desde el aparcamiento.
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.","¡Felicidades! 2 videófonos móviles 3G son tuyos. ¡Llama al 09063458130 ahora! Videochatea con tus amigos, juega juegos en Java, descarga música polifónica, alquiler en línea."
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,MIRA LA MALDITA HORA. ¿QUÉ CREES QUE ESTÁ PASANDO?
ham,Yo guess what I just dropped,Adivina qué acabo de dejar caer.
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,Carlos dice que estará en casa en <#> minutos.
